Host Id,Host Since,Name,Neighbourhood ,Property Type,Review Scores Rating (bin),Room Type,Zipcode,Beds,Number of Records,Number Of Reviews,Price,Review Scores Rating
17933466,7/10/2014,Cozy-Chic Upper West Side Studio,Manhattan,Apartment,,Entire home/apt,10023,1,1,0,175,
29894960,3/23/2015,AMAZING room East Village,Manhattan,Apartment,,Private room,10009,1,1,0,140,
1309215,10/18/2011,Spacious 1 BR In Prime Williamsburg,Brooklyn,Apartment,90,Entire home/apt,11211,2,1,47,180,92
4043000,11/2/2012,Sunny Modern Studio in Chelsea,Manhattan,Apartment,100,Entire home/apt,10011,2,1,3,225,100
20596085,8/27/2014,Large room two big closets,Brooklyn,House,,Private room,11212,1,1,0,40,
21704513,9/23/2014,NYC Staten Island 1 Room,Staten Island,House,95,Private room,10306,1,1,9,45,96
40789536,8/7/2015,Cozy room in Bushwick,Brooklyn,Apartment,,Private room,11237,1,1,0,47,
29005582,3/8/2015,Cozy Common Room w/ Full size Bed,Brooklyn,Apartment,90,Shared room,11210,1,1,13,30,92
44263,10/8/2009,Great deal Lower East Side!!,Manhattan,Apartment,95,Private room,10002,1,1,67,120,98
14614795,4/23/2014,Spacious and renovated 1 Bedr ap.,Manhattan,Apartment,,Entire home/apt,10032,2,1,0,120,
2393963,5/16/2012,Spacious Sunny Home Away from Home,Brooklyn,Apartment,100,Private room,11218,1,1,15,70,100
2429351,5/21/2012,Sunny & Central 2BR SoHo Apartment,Manhattan,Apartment,85,Entire home/apt,10012,2,1,18,400,88
21705761,9/23/2014,Bright Parkside Brownstone,Brooklyn,Apartment,,Entire home/apt,11215,2,1,0,180,
23878336,11/18/2014,Large RM with Continental Breakfast,Manhattan,Apartment,90,Private room,10032,1,1,15,85,93
16566615,6/9/2014,"Huge, Perfect Location West Village",Manhattan,Apartment,85,Entire home/apt,10014,1,1,12,129,87
16506042,6/7/2014,BEAUTIFUL and QUIET midtown appart,Manhattan,Apartment,95,Entire home/apt,10017,1,1,12,199,95
24124559,11/24/2014,Cozy Studio in Times Square,Manhattan,Apartment,100,Entire home/apt,10112,1,1,1,95,100
5749899,4/3/2013,HARLEM HAPPINESS,Manhattan,Apartment,95,Entire home/apt,10027,2,1,37,195,96
6502082,5/21/2013,"Hell's Kitchen, NYC Best Location",Manhattan,Apartment,80,Shared room,10018,2,1,11,135,84
25042285,12/20/2014,Beautiful Room in 3 B.R shared apt,Manhattan,Apartment,,Private room,10009,1,1,0,100,
607632,5/20/2011,"Cozy, Modern! Hell's Kitchen/TimeSq",Manhattan,Apartment,95,Entire home/apt,10036,1,1,74,253,95
24115697,11/24/2014,Spacious 1 BD with NY charm,Manhattan,Apartment,100,Entire home/apt,10013,1,1,1,215,100
16510859,6/7/2014,Minimalist Designer Flat,Brooklyn,Apartment,90,Entire home/apt,11211,2,1,20,189,92
280830,11/7/2010,Sunny Luxury Midtown West Studio!!!,Manhattan,Apartment,95,Entire home/apt,10019,2,1,63,125,96
20918773,9/4/2014,"Designer Flat in Williamsburg, BK",Brooklyn,Apartment,90,Entire home/apt,11249,3,1,7,225,91
35307662,6/8/2015,Charming West Village Full Bed Apt,Manhattan,Apartment,,Private room,10012,1,1,0,119,
8837237,9/14/2013,"Beautiful Apt by the Waterfront, UN",Manhattan,Apartment,80,Entire home/apt,10016,2,1,5,160,84
32843963,5/7/2015,Nice area - near shopping mall,Queens,Apartment,,Private room,11373,2,1,0,85,
4392420,12/12/2012,Spacious and Clean Brooklyn Flat,Brooklyn,Apartment,95,Entire home/apt,11237,2,1,17,110,99
18668132,7/22/2014,Cozy and affordable!!,Queens,Apartment,95,Private room,11106,1,1,8,75,98
2732948,6/24/2012,Great Location - 15min to Manhattan,Queens,Apartment,95,Private room,11106,1,1,36,95,98
33222544,5/12/2015,Amazing East Village 2 bedroom,Manhattan,Apartment,85,Entire home/apt,10009,2,1,9,295,89
16015663,5/26/2014,10 minutes to Manhattan,Queens,Apartment,90,Private room,11101,1,1,4,65,90
12348871,2/18/2014,Cozy rooms with private bath,Brooklyn,House,95,Private room,11218,2,1,40,85,97
9787502,11/3/2013,Stylish 1br in Brooklyn Heights,Brooklyn,Apartment,90,Entire home/apt,11201,1,1,12,147,90
2879926,7/9/2012,Quiet Sunny Park Slope,Brooklyn,Apartment,100,Entire home/apt,11217,1,1,13,170,100
22960668,10/25/2014,Comfy Room in Bushwick Creative Apt,Brooklyn,Apartment,90,Private room,11237,1,1,13,59,91
25237492,12/26/2014,SPLENDID Upper East Side 2 Bedroom,Manhattan,Apartment,85,Entire home/apt,10065,3,1,8,325,88
3269171,8/15/2012,Charming West Village One Bedroom,Manhattan,Apartment,,Entire home/apt,10014,1,1,0,180,
34315772,5/26/2015,August opening - Beautiful loft!,Brooklyn,Loft,,Entire home/apt,11206,4,1,0,280,
549794,5/1/2011,Chic loft with private roof garden,Manhattan,Apartment,90,Entire home/apt,10003,2,1,23,395,91
6771709,6/6/2013,Crown Heights Room available,Brooklyn,Apartment,,Private room,11225,1,1,1,100,
29408743,3/15/2015,Lower east side Cozy 1 bedroom apt,Manhattan,Apartment,90,Entire home/apt,10002,1,1,6,135,90
192533,8/5/2010,Light-Filled Haven in Park Slope,Brooklyn,Apartment,85,Entire home/apt,11217,2,1,9,135,88
55469,11/18/2009,Brooklyn Ditmas Park LUX Garden,Brooklyn,House,100,Private room,11230,1,1,5,145,100
19332351,8/2/2014,Penthouse Loft Park Slope Highrise,Brooklyn,Apartment,100,Entire home/apt,11215,2,1,2,461,100
39714792,7/27/2015,"W&D, Heart of Williamsburg!",Brooklyn,Apartment,,Private room,11211,1,1,0,90,
39735540,7/27/2015,"Sunny, Clean Room in Brooklyn",Brooklyn,Apartment,,Private room,11216,1,1,0,40,
5590678,3/23/2013,Great Central E. Village Apartment,Manhattan,Apartment,85,Entire home/apt,10009,1,1,56,149,89
3425965,8/30/2012,A LITTLE PARADISE NEXT TO SUBWAY!,Queens,House,100,Private room,11385,2,1,5,80,100
448197,3/17/2011,Large sunny Williamsburg bedroom,Brooklyn,Apartment,100,Private room,11206,1,1,2,110,100
2374190,5/14/2012,Rent in beautiful Sunnyside Gardens,Queens,Apartment,95,Private room,11104,1,1,1,75,97
4983208,2/5/2013,NYC Cozy&Quiet East Village 2 br,Manhattan,Apartment,,Entire home/apt,10003,2,1,0,249,
6697833,6/2/2013,Spacious & Bright Artist Retreat,Manhattan,Apartment,,Entire home/apt,10040,2,1,0,115,
9283333,10/7/2013,Sunny and Spacious 1 BDR in L.E.S.,Manhattan,Apartment,95,Entire home/apt,10002,2,1,10,175,96
4291007,11/30/2012,BUDGET LUXURY A BY BROOKLYN BRIDGE!,Brooklyn,Apartment,100,Private room,11205,1,1,1,110,100
17946369,7/11/2014,Manhattan studio by the Park.,Manhattan,Apartment,,Entire home/apt,10128,2,1,1,100,
5209123,2/24/2013,Roomy // Clean Apt in Bushwick,Brooklyn,Apartment,100,Entire home/apt,11237,2,1,1,155,100
3236240,8/12/2012,Sunny 1br Steps to Columbus Circle,Manhattan,Apartment,90,Entire home/apt,10019,2,1,6,229,93
29810614,3/22/2015,"Private Queen Bed, EV/Union Sq",Manhattan,Apartment,100,Private room,10003,1,1,1,120,100
18212433,7/16/2014,Private room 1 -Washington Heights,Manhattan,Apartment,,Private room,10033,1,1,0,95,
13156754,3/15/2014,Beautiful 2 Bedroom in Perfect Area,Brooklyn,Apartment,100,Entire home/apt,11201,2,1,3,275,100
32155871,4/28/2015,ColumbiaUniversityHousing 9.1-9.6,Manhattan,Apartment,,Private room,10027,1,1,0,60,
19783353,8/10/2014,4 ROOM RAILROAD - WILLIAMSBURG,Brooklyn,Apartment,90,Entire home/apt,11211,1,1,5,90,92
24825981,12/14/2014,Private Room available,Manhattan,Apartment,100,Private room,10003,1,1,1,65,100
2482069,5/28/2012,Flatiron 1 Bedroom,Manhattan,Apartment,,Private room,10010,1,1,0,95,
223999,9/4/2010,Cute 1BR East Village Alphabet City,Manhattan,Apartment,85,Entire home/apt,10009,1,1,38,175,86
1258469,10/7/2011,Charming Suite with Private Bath,Brooklyn,Bed & Breakfast,100,Private room,11225,1,1,1,99,100
3447687,9/2/2012,Renovated Spacious Loft in Brooklyn,Brooklyn,Apartment,85,Private room,11237,1,1,20,100,88
18051112,7/13/2014,"Park Ave, sunny apt 6 train, WiFi",Manhattan,Apartment,100,Entire home/apt,10029,2,1,5,119,100
38395419,7/13/2015,Lower East Side Studio Apartment,Manhattan,Apartment,90,Entire home/apt,10009,1,1,2,120,90
7108710,6/25/2013,Luxury building in Manhattan!,Manhattan,Apartment,100,Entire home/apt,10009,2,1,1,142,100
22490768,10/13/2014,Beautiful Apartment near Wall St,Manhattan,Apartment,85,Private room,10004,1,1,7,90,86
20278196,8/19/2014,Beautiful Prvt Rm  w. Prvt 1/2 Bth,Brooklyn,House,100,Private room,11212,1,1,2,80,100
21593637,9/21/2014,Spacious 2 BR apartment in Bed-Stuy,Brooklyn,Apartment,90,Entire home/apt,11233,2,1,44,159,90
8309060,8/21/2013,Charming**New**Studio**Discount**,Manhattan,Apartment,80,Entire home/apt,10001,1,1,39,100,82
1253714,10/5/2011,Hilton Grand Vacation Club Studio,Manhattan,Apartment,,Entire home/apt,10019,1,1,0,450,
1480268,12/7/2011,Spacious 1 BR APT UWS,Manhattan,Apartment,,Entire home/apt,10024,1,1,2,190,
13217925,3/17/2014,Private Room in Greenwich Village,Manhattan,Apartment,,Private room,10012,1,1,0,110,
647528,5/31/2011,Charming room in Williamsburg home,Brooklyn,Apartment,80,Private room,11211,1,1,3,55,80
5566389,3/21/2013,Entire apartment in Harlem,Manhattan,Apartment,80,Entire home/apt,10031,1,1,2,110,80
8726014,9/9/2013,Large Spacious Apt For Sublet,Brooklyn,Apartment,95,Entire home/apt,11210,1,1,1,110,97
8671861,9/6/2013,Cozy Studio on Upper East Side!,Manhattan,Apartment,,Entire home/apt,10075,1,1,0,200,
1418427,11/17/2011,"Rich Neighborhood, Clean, Manhattan",Manhattan,Apartment,80,Private room,10021,1,1,8,80,80
342374,1/10/2011,Chic East Village Designer 2bed!,Manhattan,Apartment,80,Entire home/apt,10009,3,1,86,275,83
30422547,4/1/2015,Cozy room & Private full bath.,Manhattan,Apartment,100,Private room,10030,1,1,2,89,100
3473471,9/4/2012,Amazing Ground Fl. Apt w/ Garden,Brooklyn,Apartment,80,Entire home/apt,11238,1,1,1,175,80
7202390,6/30/2013,Spacious Chelsea Private Bedroom,Manhattan,Apartment,,Private room,10011,1,1,0,195,
16126316,5/29/2014,Soho Luxury Living,Manhattan,Apartment,90,Entire home/apt,10012,1,1,34,265,91
319982,12/15/2010,Bright private room in Greenpoint,Brooklyn,Apartment,100,Private room,11222,1,1,1,85,100
34662918,5/31/2015,Private room in Morningside Heights,Manhattan,Apartment,100,Private room,10027,1,1,1,61,100
1448564,11/27/2011,Heart of Astoria/ 15 mnts to Mnhttn,Queens,Apartment,90,Private room,11105,1,1,79,75,94
21336136,9/14/2014,Best of Brooklyn,Brooklyn,Apartment,100,Entire home/apt,11201,4,1,9,374,100
16906759,6/17/2014,Upper East Side 1-Bedroom,Manhattan,Apartment,90,Entire home/apt,10021,1,1,14,150,91
18691064,7/22/2014,"Large, Sunny, and Private BR in BK!",Brooklyn,Apartment,100,Private room,11221,1,1,4,58,100
7169833,6/28/2013,Heart of the East Village! Fits 2!,Manhattan,Apartment,90,Private room,10003,1,1,10,100,90
7846216,7/31/2013,East Village Private Room & Balcony,Manhattan,Apartment,100,Private room,10009,1,1,1,150,100
5185158,2/22/2013,Quiet Studio in the East Village,Manhattan,Apartment,100,Entire home/apt,10009,1,1,2,150,100
7075157,6/23/2013,A lovely Williamsburg Room Bedford,Brooklyn,Apartment,90,Private room,11211,1,1,24,95,94
26640253,1/24/2015,Convenience & Tranquility,Manhattan,Apartment,100,Private room,10031,1,1,1,110,100
7755261,7/27/2013,Lovely 1-bedroom apartment - Nolita,Manhattan,Apartment,100,Entire home/apt,10012,1,1,1,160,100
30699682,4/6/2015,Private Room with balcony,Manhattan,Apartment,80,Private room,10022,1,1,2,89,80
9990930,11/13/2013,Most amazing spot in Williamsburg,Brooklyn,Apartment,,Private room,11249,1,1,0,95,
16387794,6/4/2014,2 BR in Times Sq: The heart of NYC,Manhattan,Apartment,100,Entire home/apt,10036,2,1,1,200,100
2535471,6/3/2012,Private Room in Uptown Manhattan,Manhattan,Apartment,95,Private room,10032,1,1,33,69,98
28477455,2/27/2015,Unique Apt New York,Manhattan,Apartment,90,Entire home/apt,10035,3,1,10,145,94
22367030,10/10/2014,Simple Room in Apartment With Views,Manhattan,Apartment,100,Private room,10003,1,1,2,128,100
41179309,8/11/2015,Classic Manhattan railroad apt.,Manhattan,Apartment,,Entire home/apt,10019,2,1,0,150,
9229594,10/4/2013,Charming West Village Doorman Apt,Manhattan,Apartment,,Entire home/apt,10014,1,1,1,300,
17766289,7/7/2014,An amazing Riverside Dr. experience,Manhattan,Apartment,50,Private room,10031,2,1,25,68,53
367494,1/29/2011,Cosy Lower East Side apartment,Manhattan,Apartment,90,Entire home/apt,10002,1,1,10,179,91
3323488,8/20/2012,Photoshoot/Video- Historic Townhome,Brooklyn,House,,Entire home/apt,11216,3,1,0,1000,
10577999,12/12/2013,COMFY BR IN LES/EAST VILLAGE APT,Manhattan,Apartment,100,Private room,10009,1,1,6,78,100
4376062,12/10/2012,Lovely Entire Apt in Prime Brooklyn,Brooklyn,Apartment,85,Entire home/apt,11205,1,1,1,138,86
1335060,10/25/2011,Large 1 bedroom apartment on Island,Manhattan,Apartment,,Entire home/apt,10044,2,1,0,175,
26377263,1/19/2015,Home 4 Medical Professionals-Wykof9,Brooklyn,Apartment,,Private room,11237,1,1,0,50,
10625044,12/14/2013,Charming Bedroom in Upper Manhattan,Manhattan,Apartment,90,Private room,10034,1,1,28,78,93
19682564,8/8/2014,Columbia University in Manhattan,Manhattan,House,30,Private room,10025,1,1,2,70,30
10819398,12/26/2013,Exposed brick duplex 1br w/ terrace,Manhattan,Apartment,90,Entire home/apt,10025,2,1,2,199,90
617147,5/23/2011,Beautiful Airy 1 Bedroom Apartment,Manhattan,Apartment,90,Entire home/apt,10002,1,1,9,120,90
15743237,5/19/2014,"20 min to Manhattan,2 min to subway",Queens,Apartment,75,Private room,11373,1,1,6,59,77
14651423,4/23/2014,Large room in a super cool apt.,Brooklyn,Apartment,,Private room,11226,2,1,0,60,
8481125,8/28/2013,Private: The Grey Room,Manhattan,Apartment,85,Private room,10065,1,1,7,120,86
20780082,8/31/2014,Wen Xin Hostel (35),Brooklyn,House,80,Private room,11220,1,1,9,35,80
16614627,6/10/2014,US Open - Wyndham Midtown 45,Manhattan,Condominium,,Entire home/apt,10017,1,1,0,450,
9439720,10/15/2013,charming brooklyn apartment,Brooklyn,Apartment,95,Entire home/apt,11206,2,1,30,110,95
22330742,10/9/2014,Large Room 20 min Ride to Times Sq!,Bronx,Apartment,90,Private room,10452,1,1,46,57,90
3339901,8/22/2012,Spend the Fall in NoLita!,Manhattan,Apartment,85,Entire home/apt,10012,1,1,3,240,87
8659738,9/5/2013,"Cozy 1 bdrm Park Slope, Brooklyn,",Brooklyn,Apartment,95,Entire home/apt,11215,1,1,19,120,99
4825193,1/24/2013,Mott St Soho Studio-GIRLS RM SHARE,Manhattan,Apartment,,Shared room,10012,4,1,0,80,
30379085,3/31/2015,Incredible City Views from Brooklyn,Brooklyn,Apartment,100,Entire home/apt,11215,1,1,1,180,100
21501965,9/18/2014,Cozy little studio in Chelsea,Manhattan,Apartment,100,Entire home/apt,10011,1,1,6,148,100
38085892,7/10/2015,"Spacious, rooftop & fitness room",Brooklyn,Apartment,100,Entire home/apt,11211,2,1,1,150,100
1218052,9/27/2011,spacious bright room with view.,Brooklyn,Apartment,,Private room,11216,1,1,0,95,
16613679,6/10/2014,Gem in the Sky on Bedford Avenue,Brooklyn,Apartment,95,Private room,11211,1,1,6,91,97
1509863,12/16/2011,"Rosa A . Bright, Cute. Whole floor",Queens,House,95,Entire home/apt,11374,4,1,29,159,97
6749989,6/5/2013,Cozy East Village 2 Queen Bedrooms,Manhattan,Apartment,100,Entire home/apt,10009,2,1,2,275,100
617990,5/23/2011,Beautiful Studio in Townhouse!!,Manhattan,Apartment,85,Entire home/apt,10027,3,1,12,137,89
4924238,1/31/2013,Guest room with exclusive garden,Brooklyn,Apartment,95,Private room,11222,1,1,13,79,97
1831760,2/29/2012,Here comes the sun!,Brooklyn,Apartment,,Private room,11217,1,1,0,90,
1863713,3/5/2012,LUXURY 2BD/2BTH - HUGE PATIO,Manhattan,Apartment,90,Entire home/apt,10003,2,1,25,549,92
35437348,6/10/2015,Payda 2,Queens,Apartment,,Private room,11372,2,1,0,50,
7291745,7/4/2013,"2-bedroom apt -near UN, TimesSquare",Manhattan,Apartment,85,Entire home/apt,10016,3,1,21,260,87
7251771,7/2/2013,Stay in NYC's East Village,Manhattan,Apartment,100,Private room,10009,1,1,2,95,100
11864967,2/2/2014,Studio in Harlem,Manhattan,Apartment,95,Entire home/apt,10035,1,1,8,125,95
40332331,8/2/2015,Colorful Kid Friendly 2 bedroom,Brooklyn,Apartment,100,Entire home/apt,11215,3,1,1,139,100
25237492,12/26/2014,Dylan 1 Bedroom & Spacious Terrace,Manhattan,Apartment,90,Entire home/apt,10023,2,1,2,295,90
38759129,7/17/2015,Jefferson Bunk - w Free B/Fast,Brooklyn,Loft,100,Shared room,11206,1,1,1,45,100
23265622,11/2/2014,Cheap Budget Private Room W2,Brooklyn,Apartment,90,Private room,11221,2,1,48,79,90
361855,1/25/2011,Private Bookish Garden Apartment,Manhattan,Apartment,100,Entire home/apt,10032,3,1,2,450,100
14061862,4/8/2014,Great room in heart of Williamsburg,Brooklyn,Apartment,85,Private room,11249,1,1,50,85,87
14511409,4/20/2014,Private Large Furnished Bedroom,Manhattan,Apartment,60,Private room,10031,1,1,2,45,60
4428278,12/17/2012,Gorgeous 1BR near Prospect Park,Brooklyn,Apartment,95,Private room,11218,1,1,12,75,97
1818437,2/27/2012,Beautiful&Cozy 1BR in Ditmas Park,Brooklyn,Apartment,90,Entire home/apt,11226,1,1,5,100,92
15107994,5/4/2014,"Lovely Studio, a Block from Trains!",Queens,Apartment,100,Entire home/apt,11372,1,1,4,99,100
17146313,6/23/2014,Luxury Time Square Two bedroom,Manhattan,Apartment,85,Entire home/apt,10019,3,1,18,350,89
18482111,7/20/2014,"Bright & Spacious Bedroom, Brookyln",Brooklyn,Apartment,100,Private room,11205,1,1,1,45,100
22261783,10/7/2014,Bright Bed-Stuy Private Apartment,Brooklyn,Apartment,90,Entire home/apt,11216,2,1,9,140,93
20338639,8/21/2014,Sunny spacious Greenpoint apartment,Brooklyn,Apartment,100,Private room,11222,1,1,4,80,100
498027,4/10/2011,Unique Bushwick Loft,Brooklyn,Apartment,100,Entire home/apt,11206,1,1,2,180,100
23866803,11/17/2014,Beautiful one bedroom in E. Village,Manhattan,Apartment,,Entire home/apt,10009,1,1,0,225,
5422347,3/11/2013,Room in peaceful Sunset Park,Brooklyn,Apartment,,Private room,11220,1,1,0,60,
6555360,5/24/2013,Beautiful spacious at W.Village/MPD,Manhattan,Apartment,,Entire home/apt,10014,1,1,0,275,
148891,6/21/2010,Entire Modern Loft with Balcony,Brooklyn,Loft,90,Entire home/apt,11206,2,1,55,100,90
7951613,8/5/2013,1 BEDROOM PENTHOUSE W AMAZING VIEWS,Queens,Apartment,100,Entire home/apt,11101,1,1,1,125,100
33362434,5/14/2015,Penthouse w/terrace Upper West Side,Manhattan,Apartment,100,Entire home/apt,10023,1,1,1,500,100
22304153,10/8/2014,Cozy small private room.,Manhattan,Apartment,90,Private room,10128,1,1,14,93,90
4152484,11/14/2012,A Cozy Room in a Brooklyn House,Brooklyn,House,90,Private room,11225,1,1,39,65,92
9554217,10/21/2013,Sunny & Comfortable Room in Astoria,Queens,Apartment,100,Private room,11102,1,1,1,83,100
23788168,11/15/2014,Sunny cozy room,Brooklyn,Apartment,100,Private room,11221,1,1,1,49,100
38699335,7/16/2015,Furnished Columbia Apartment,Manhattan,Apartment,,Private room,10025,1,1,0,65,
38581081,7/15/2015,Cozy room in downtown Manhattan,Manhattan,Apartment,,Private room,10013,1,1,0,95,
406035,2/23/2011,Best Williamsburg Location Nth 7th!,Brooklyn,Apartment,90,Entire home/apt,11249,1,1,6,150,93
4807256,1/22/2013,Huge Ensuite Room in Great Location,Manhattan,Apartment,100,Private room,10010,1,1,1,135,100
2003767,3/25/2012,Aug for 12 nights on the UES!,Manhattan,Apartment,80,Entire home/apt,10021,1,1,1,150,80
18609861,7/22/2014,TIMES SQUARE / HELL'S KITCHEN,Manhattan,Apartment,100,Entire home/apt,10036,2,1,2,350,100
11297009,1/14/2014,SWEET2 BR APT by Central Park!!!,Manhattan,Apartment,90,Entire home/apt,10024,3,1,21,209,90
38964159,7/19/2015,Quiet 1 Bedroom East Village Living,Manhattan,Apartment,,Entire home/apt,10009,2,1,0,145,
8651633,9/5/2013,Spacious by Central Park + Times Sq,Manhattan,Apartment,90,Private room,10019,1,1,36,120,91
14816278,4/27/2014,Charming 1 Bedroom in East Village,Manhattan,Apartment,95,Entire home/apt,10009,1,1,53,169,96
130023,5/22/2010,lovely brooklyn oasis,Brooklyn,Apartment,90,Entire home/apt,11233,4,1,48,150,90
2929585,7/13/2012,Penthouse Studio East 50s Terrace,Manhattan,Apartment,85,Entire home/apt,10022,1,1,101,165,88
2768182,6/28/2012,Comfy Suite in Park Slope,Brooklyn,House,85,Private room,11215,2,1,21,129,89
1012141,8/23/2011,Amazing Loft in Brooklyn !,Brooklyn,Loft,,Entire home/apt,11205,3,1,0,265,
31281298,4/15/2015,Charming 1 Bedroom Apartment,Brooklyn,Apartment,,Entire home/apt,11211,1,1,0,130,
28068094,2/20/2015,Spacious & Bright Room in Queens,Queens,House,100,Private room,11421,1,1,1,59,100
21721684,9/24/2014,Beautiful Bushwick - 3BR Apartment,Brooklyn,House,90,Entire home/apt,11207,3,1,27,174,93
2042568,3/31/2012,"Comfy, bright room in Brooklyn",Brooklyn,Apartment,,Private room,11215,1,1,0,95,
38952124,7/19/2015,1 BR Apartment Upper West Side,Manhattan,Apartment,,Entire home/apt,10025,4,1,0,399,
42302307,8/23/2015,Spacious apartment near Yankees,Bronx,Apartment,,Entire home/apt,10453,1,1,0,100,
6731995,6/4/2013,Bright and Cozy Williamsburg Room.,Brooklyn,Apartment,,Private room,11211,1,1,0,75,
15231059,5/7/2014,Design Apartment Breathtaking Views,Manhattan,Apartment,100,Entire home/apt,10282,1,1,2,300,100
4967515,2/4/2013,Beautiful Central Park Studio,Manhattan,Apartment,90,Entire home/apt,10024,2,1,3,200,90
23311838,11/3/2014,Large Upper West Side 1 bedroom,Manhattan,Apartment,100,Entire home/apt,10023,2,1,1,175,100
